待售房屋,室,厅,面积(平方米),楼层,小区名称,区,镇,道路,标签,价格,价格单位
万科新里程家园 2室2厅1卫 精装修 南北通透 电梯房,2,2,85.00,高层(共13层)                                                    ,万科新里程家园,东丽,空港经济区,"观湖路,近东六道","配套齐全,精装修,南北通透,有阳台,",2500,元/月
急租！两室两厅，精装边户复式，上下两层，独立两卫生间,2,2,65,高层(共17层)                                                    ,金地紫乐广场,河东,一号桥,钢厂路,"邻地铁,配套齐全,精装修,",3000,元/月
碧水家园DE区 2室1厅1卫 104平 南北通透 电梯房,2,1,104,高层(共10层)                                                    ,碧水家园DE区,西青,侯台,新科道,"配套齐全,精装修,南北通透,有阳台,",2300,元/月
紧邻梅江西青万达周庄子馨睦家园电梯两室2000免费停车,2,1,70,高层(共27层)                                                    ,馨睦家园,西青,大寺,津港公路,"押一付一,配套齐全,精装修,南北通透,",2000,元/月
天津站后广场 万春美钻大厦  精装修 全齐 电梯房,1,1,71,中层(共16层)                                                    ,万春美钻大厦,河东,春华街,华龙道,"邻地铁,配套齐全,精装修,",2600,元/月
整租 津铁美苑 精装一室 家电家具可配 紧邻医大二院地铁急租,1,1,50,高层(共33层)                                                    ,津铁美苑,河西,梅江,黑牛城道,"邻地铁,配套齐全,精装修,",2400,元/月
润阳馨园 2室1厅1卫 75平 电梯房 精装修,2,1,75,中层(共15层)                                                    ,润阳馨园,宝坻,宝平街,210省道,"精装修,",1200,元/月
业主进店登记随时看房，好房！好房别错过！给配床价格可谈大商量,1,1,63,高层(共29层)                                                    ,时代奥城商住楼,南开,体育中心,"宾水西道,近凌宾路","邻地铁,配套齐全,精装修,",3000,元/月
整租  嘉陵道街  川南里  2室1厅,2,1,72,中层(共6层)                                                    ,川南里,南开,嘉陵道,雅安道97号,,1900,元/月
裕德里 精装修 拎包入住 随时看房 价格可议 财富广场伊势丹,1,1,32.18,中层(共8层)                                                    ,裕德里,和平,南市,兴安路22号,"邻地铁,配套齐全,精装修,",2200,元/月
可短租可月付沽上江南一室精装修家具家电齐全拎包入住随时看房,1,1,52.0,高层(共21层)                                                    ,沽上江南,津南,咸水沽,建国大街131号,"押一付一,配套齐全,精装修,有阳台,",1500,元/月
急租  随时看房   生活居家  高品质小区,2,2,114,中层(共28层)                                                    ,富力津门湖橘墅花园,西青,新梅江南,江湾路,"配套齐全,精装修,南北通透,",4500,元/月
学畔馨园低楼层 两室一厅房东姐姐非常好 2300元,2,1,85,低层(共26层)                                                    ,学畔馨园,西青,精武,"津涞公路,近工一号路","配套齐全,精装修,随时看房,",2300,元/月
中福朗诗朗福园 1室1厅1卫 1800.0元 电梯房 精装修,1,1,68.64,低层(共15层)                                                    ,中福朗诗朗福园,滨海新区,滨海城区,荣盛路,"精装修,",1800,元/月
包物业 长租可议 可短租 拎包入住 地上可免费停车,3,2,90,低层(共17层)                                                    ,鸿坤理想城澜境西苑,静海,团泊镇,汉水路,"配套齐全,精装修,南北通透,有阳台,",1100,元/月
海天园精装两室 首 次出租  品牌装修  东西齐全,2,1,93,低层(共11层)                                                    ,海天园,大港,古林街,海景大道,"配套齐全,精装修,有阳台,首次出租,",2600,元/月
亮亮堂堂两居室 采光足,2,2,96.28,高层(共25层)                                                    ,碧桂园蓝岸庭院,津南,津南八里台,四清新村新路,"配套齐全,精装修,有阳台,首次出租,",1500,元/月
万隆桃香园 2室1厅1卫 1600.0元 75.0平米,2,1,75.0,中层(共7层)                                                    ,万隆桃香园,北辰,天穆,京津公路252号,,1600,元/月
顺兴小区四楼家电齐干净采光好临近二中教育局等,2,1,90,中层(共6层)                                                    ,顺兴小区,宁河,芦台镇,三八河路,"精装修,",1500,元/月
整租  一号桥  和馨家园  2室1厅,2,1,85.58,中层(共33层)                                                    ,凯旋门,河东,中山门,"月牙河北路,近津塘路","邻地铁,配套齐全,精装修,",3200,元/月
第二耀华中学旁 润景家园 3室 南北通透 电梯精装 拎包住,3,1,89.05,高层(共11层)                                                    ,润景家园,东丽,张贵庄街,惠山道,"配套齐全,精装修,南北通透,",2600,元/月
中海御湖新小区 电梯房 精装复式loft 无遮挡 采光充足,1,1,46,高层(共20层)                                                    ,中海御湖翰苑(商住楼),南开,王顶堤,"红旗南路,近简阳路","邻地铁,配套齐全,精装修,",2500,元/月
时代奥城 2室2厅1卫,2,2,110.28,低层(共29层)                                                    ,时代奥城,南开,体育中心,宾水西道,"邻地铁,配套齐全,精装修,",5800,元
普泽家园 2室1厅1卫 1500.0元 电梯房 53.0平米,2,1,53.0,高层(共28层)                                                    ,普泽家园,北辰,天穆,辽河南道,,1500,元/月
云江新苑精装好房拎包入住 1室1厅1卫 60平,1,1,60,低层(共20层)                                                    ,云江新苑,河西,小海地,"泗水道,近梅林路","邻地铁,配套齐全,精装修,",1900,元/月
别划走！好房！好房不等人！适合办公！所见即真实！喜欢的来看看,3,2,239,低层(共24层)                                                    ,时代奥城,南开,体育中心,宾水西道,"邻地铁,配套齐全,精装修,",10000,元/月
拎包入住 亲和美园 2室1厅1卫 精装修 89平 电梯房,2,1,87,中层(共24层)                                                    ,亲和美园,西青,大寺,储祥道,"精装修,",2100,元/月
可短租 城建大学 农学院 华鼎智地 海泰创新基地 工业园区,1,1,40,高层(共10层)                                                    ,碧水家园B区,西青,侯台,新津一支路,"押一付一,配套齐全,精装修,南北通透,",1600,元/月
美达菲附近 精装修复式 家具家电齐全 拎包入住 价格可谈,2,1,50,高层(共21层)                                                    ,鼎晟双子座,南开,密云路,密云一支路,"配套齐全,精装修,有阳台,",2000,元/月
急急急 金谊花园 1室1厅1卫 电梯房 60平 配套齐全,1,1,55,低层(共18层)                                                    ,金谊花园,西青,大寺,芦北路,"配套齐全,有阳台,随时看房,",1300,元/月
金谊花园 2室2厅1卫 精装修 电梯房 南北通透 81平,2,2,78,高层(共26层)                                                    ,金谊花园,西青,大寺,芦北路,"配套齐全,精装修,南北通透,有阳台,",2000,元/月
可以短租三月，必租好房，中信附近，五一阳光，小两室，简装,2,1,78,低层(共16层)                                                    ,五一阳光锦园,武清,杨村街,"团结路,近强国道","南北通透,随时看房,",1250,元/月
金谊花园 2室2厅1卫 精装修 电梯房 南北通透 81平,2,2,78,高层(共26层)                                                    ,金谊花园,西青,大寺,芦北路,"配套齐全,精装修,南北通透,有阳台,",2000,元/月
可以短租三月，必租好房，中信附近，五一阳光，小两室，简装,2,1,78,低层(共16层)                                                    ,五一阳光锦园,武清,杨村街,"团结路,近强国道","南北通透,随时看房,",1250,元/月
天穆天和雅园电梯中高层，精装一室房间干净家具家电齐全,1,0,50.0,高层(共25层)                                                    ,天辰世纪天和雅园,北辰,天穆,"天和道,近高峰南路","精装修,",1500,元/月
新出！二楼 杭州道 吉宁里  南北通透 精装两室,2,1,70,低层(共6层)                                                    ,吉宁里,塘沽,向阳街,"杭州道,近河北路","邻地铁,配套齐全,精装修,",1700,元/月
"蓝庭广场，精装复式两室，诚心出租 ,看房方便  拎包入住",2,1,53.41,高层(共8层)                                                    ,蓝庭广场,东丽,津塘路,"新桂路,近旌智路","邻地铁,精装修,南北通透,",1800,元/月
下楼就是五大道随时看房啊炒鸡合适,1,1,35,共3层                                                    ,铭通里小区,和平,体育馆,常德道56号,"邻地铁,南北通透,首次出租,",2300,元/月
珠江里(滨海) 1室1厅1卫 1300.0元 37.0平米,1,1,37.0,共5层                                                    ,珠江里(滨海),塘沽,新河街,"杭州道,近玉津街",,1300,元/月
阳明里两居，房东直租，双空调，家电齐全，看房提前联系,2,1,72,高层(共6层)                                                    ,阳明里,河东,向阳楼,万东路20号,"邻地铁,随时看房,",1700,元/月
整租  向阳路街  芥园里  1室1厅,1,1,30.85,中层(共6层)                                                    ,芥园里,南开,向阳路,"芥园西道,近立新路","邻地铁,",1700,元/月
碧春园 1室1厅1卫 1400.0元 60.58平米,1,1,60.58,高层(共6层)                                                    ,碧春园,红桥,双环邨街,"辰兴路,近南仓道","邻地铁,",1400,元/月
华江里 一楼 一室一厅 有钥匙,1,1,40,低层(共6层)                                                    ,华江里,河西,小海地,辰水道1号,"邻地铁,配套齐全,精装修,",1600,元/月
